Company,Age,Title,Salary,Department
Amazon,51,Senior Software Engineer,221921.38,Mobile
Google,42,Engineering Manager,276318.09,Product
VMware,44,Senior UX Designer,154455.2,Infrastructure
IBM,43,Director,237397.61,Product
Amazon,42,UX Designer,151896.52,Cloud Services
Salesforce,44,Data Scientist,151876.06,Mobile
Google,45,Senior Data Scientist,215902.89,Data Science
Netflix,24,Software Engineer,139221.38,Security
Amazon,40,UX Designer,157635.75,Cloud Services
Microsoft,39,Senior UX Designer,188606.0,Web
Salesforce,54,Principal Engineer,343905.15,Web
Nvidia,30,UX Designer,116415.52,Data Science
Google,52,Senior Data Scientist,274393.63,Cloud Services
Uber,49,Senior Data Scientist,205350.2,Product
Adobe,33,Senior Software Engineer,232880.01,Cloud Services
VMware,30,Senior Data Scientist,195742.46,Machine Learning
Apple,34,Senior UX Designer,229901.5,Data Science
VMware,41,Product Manager,140770.39,Web
Intel,49,Staff Engineer,250609.1,Cloud Services
Google,36,Staff Engineer,264391.78,Mobile
Nvidia,28,UX Designer,160039.93,Product
Salesforce,32,Software Engineer,147738.08,Machine Learning
IBM,47,Director,349065.2,Infrastructure
IBM,30,UX Designer,144400.43,Design
VMware,28,UX Designer,118438.44,Machine Learning
Netflix,43,Senior Product Manager,319393.96,Security
Nvidia,43,UX Designer,147991.33,Design
Uber,53,Senior Data Scientist,234079.3,Web
Uber,42,UX Designer,105375.04,Security
Apple,31,Senior Software Engineer,248335.09,Security
Meta,43,Principal Engineer,431357.72,Data Science
Apple,50,Product Manager,183889.69,Product
VMware,30,UX Designer,144946.74,Product
Google,42,Staff Engineer,315757.44,Engineering
Apple,41,Director,349467.89,Mobile
Apple,46,Senior Software Engineer,253305.8,Design
Google,51,Staff Engineer,335665.5,Cloud Services
IBM,51,Director,281545.94,Data Science
Oracle,37,Senior Software Engineer,208549.67,Engineering
Amazon,34,Senior Data Scientist,217565.54,Web
Uber,60,Product Manager,174214.77,Cloud Services
Meta,29,UX Designer,134537.76,Infrastructure
IBM,47,Engineering Manager,271402.97,Machine Learning
VMware,46,Senior Product Manager,211404.81,Cloud Services
Cisco,37,Software Engineer,149501.03,Cloud Services
Intel,47,Director,368304.26,Mobile
Meta,35,Senior Data Scientist,280233.2,Machine Learning
Uber,25,UX Designer,119991.52,Design
IBM,34,Staff Engineer,290549.94,Data Science
Amazon,38,Engineering Manager,236220.72,Web
Apple,46,Senior Data Scientist,222795.4,Machine Learning
Intel,48,Staff Engineer,297662.08,Product
Oracle,53,Senior UX Designer,165103.51,Cloud Services
Oracle,42,Software Engineer,136315.62,Engineering
Intel,59,Product Manager,148111.41,Mobile
Apple,53,Senior UX Designer,174245.73,Design
Salesforce,59,Product Manager,197699.84,Security
Meta,45,Senior Product Manager,303982.42,Cloud Services
VMware,35,Senior Product Manager,208658.37,Cloud Services
Nvidia,37,Staff Engineer,239911.38,Machine Learning
Uber,38,Senior UX Designer,180963.61,Data Science
Netflix,55,Senior Data Scientist,287196.34,Web
Google,38,Director,330079.53,Design
Adobe,43,Senior Software Engineer,205774.63,Security
Google,52,Senior Data Scientist,231370.03,Security
Amazon,59,Engineering Manager,252085.45,Infrastructure
Adobe,39,Staff Engineer,295215.8,Data Science
Apple,34,Senior Software Engineer,237331.88,Web
Oracle,42,UX Designer,99478.72,Design
Cisco,32,Software Engineer,132307.16,Data Science
Oracle,43,Data Scientist,164333.68,Data Science
Meta,46,Senior Product Manager,285808.66,Machine Learning
Intel,28,Software Engineer,155526.83,Web
Uber,42,Director,369746.1,Engineering
Nvidia,39,Senior Data Scientist,272019.21,Infrastructure
Adobe,54,Product Manager,195640.12,Infrastructure
Lyft,42,UX Designer,107715.6,Web
Amazon,53,Principal Engineer,308493.9,Mobile
Lyft,35,Engineering Manager,276702.31,Design
Apple,40,Principal Engineer,422297.52,Security
Intel,52,Engineering Manager,248086.43,Product
Oracle,41,Data Scientist,170718.25,Mobile
Intel,56,Director,339390.92,Engineering
VMware,46,Principal Engineer,314893.69,Security
Netflix,45,Principal Engineer,454906.91,Product
Lyft,48,Product Manager,155056.43,Product
Adobe,37,Software Engineer,136887.46,Design
Nvidia,60,Director,281543.62,Engineering
IBM,34,Senior Data Scientist,180408.95,Infrastructure
Oracle,55,Senior Software Engineer,166008.62,Cloud Services
Amazon,37,Software Engineer,192673.64,Design
IBM,37,Senior Product Manager,254948.41,Machine Learning
VMware,36,Senior Data Scientist,229338.97,Machine Learning
VMware,45,Senior Product Manager,190530.59,Web
Amazon,29,Software Engineer,173261.89,Product
Microsoft,43,Software Engineer,157311.36,Engineering
Amazon,34,Senior UX Designer,189819.03,Cloud Services
Salesforce,23,Software Engineer,139486.91,Infrastructure
Amazon,27,Software Engineer,182149.05,Infrastructure
Google,23,Data Scientist,227595.03,Web
Oracle,55,Staff Engineer,273911.84,Design
Netflix,37,Senior Software Engineer,235902.88,Data Science
Microsoft,30,Staff Engineer,295127.16,Machine Learning
Google,51,Senior Data Scientist,280011.13,Data Science
Adobe,57,Director,296023.39,Product
Google,45,Software Engineer,154605.68,Security
Cisco,39,Product Manager,190991.67,Security
Netflix,49,Engineering Manager,269059.12,Mobile
Adobe,29,Data Scientist,148577.19,Cloud Services
Microsoft,38,Staff Engineer,293865.89,Engineering
Google,37,Staff Engineer,326709.22,Web
Oracle,60,Principal Engineer,351613.0,Cloud Services
Meta,44,Senior Data Scientist,203124.2,Design
Uber,42,Engineering Manager,241070.02,Machine Learning
Nvidia,54,Staff Engineer,286976.45,Mobile
Meta,43,Software Engineer,171136.3,Data Science
Meta,50,Senior Data Scientist,221584.75,Product
Netflix,51,Senior Software Engineer,235440.49,Engineering
Nvidia,42,Senior Software Engineer,240366.22,Web
Uber,52,Senior Software Engineer,197647.62,Data Science
Nvidia,35,Principal Engineer,375914.76,Machine Learning
Amazon,36,Data Scientist,210873.58,Web
VMware,53,Engineering Manager,290131.56,Product
IBM,36,Director,292539.58,Security
VMware,49,Engineering Manager,254084.07,Cloud Services
Oracle,43,Director,280736.12,Engineering
Uber,32,Data Scientist,198598.75,Mobile
Lyft,48,Senior Data Scientist,224050.59,Data Science
VMware,40,UX Designer,112298.01,Engineering
Meta,39,Senior Data Scientist,207489.69,Web
Microsoft,41,Senior Product Manager,229364.11,Data Science
Meta,43,Senior Data Scientist,283658.83,Engineering
Salesforce,36,Director,257028.17,Web
Uber,40,Data Scientist,158951.03,Product
Lyft,22,Software Engineer,140414.08,Machine Learning
Meta,30,Senior Data Scientist,226097.46,Infrastructure
Apple,44,Senior Product Manager,296011.21,Web
Nvidia,32,Software Engineer,182351.92,Infrastructure
Google,50,Senior Product Manager,245785.89,Mobile
Lyft,60,Engineering Manager,234776.24,Machine Learning
Amazon,34,Senior Data Scientist,277521.48,Cloud Services
Meta,51,Senior Software Engineer,259196.55,Machine Learning
Oracle,43,Software Engineer,149700.9,Design
IBM,40,Software Engineer,136340.1,Web
Netflix,44,Director,404468.95,Data Science
Google,45,Staff Engineer,273744.26,Data Science
Amazon,38,Senior Software Engineer,184405.8,Security
Lyft,52,Senior Data Scientist,208813.43,Cloud Services
Meta,34,Data Scientist,194489.45,Web
Intel,53,Principal Engineer,347435.02,Security
Meta,36,Software Engineer,178888.63,Cloud Services
Salesforce,40,Software Engineer,163419.56,Mobile
Oracle,58,Product Manager,164001.13,Design
Nvidia,43,UX Designer,158087.62,Cloud Services
Intel,35,Senior UX Designer,162929.84,Data Science
Nvidia,23,Software Engineer,183179.55,Infrastructure
Salesforce,45,Principal Engineer,306086.31,Security
Lyft,37,UX Designer,125873.62,Design
Cisco,47,Product Manager,188614.99,Engineering
Lyft,44,Staff Engineer,246074.53,Machine Learning
Meta,34,Staff Engineer,296754.63,Product
VMware,55,Senior Data Scientist,234845.76,Infrastructure
Meta,39,Product Manager,163881.6,Infrastructure
Oracle,58,Engineering Manager,240816.95,Cloud Services
Apple,38,Engineering Manager,239783.23,Cloud Services
Apple,41,Software Engineer,143411.7,Data Science
VMware,34,Data Scientist,186097.61,Web
Microsoft,27,Software Engineer,159058.38,Product
Cisco,60,Principal Engineer,288102.65,Product
Nvidia,46,Senior Software Engineer,239228.41,Mobile
Microsoft,33,Senior UX Designer,173095.51,Engineering
Oracle,56,Engineering Manager,193832.1,Infrastructure
Nvidia,50,Senior Product Manager,206752.46,Infrastructure
Intel,23,Data Scientist,162817.19,Cloud Services
Adobe,26,Data Scientist,142063.73,Cloud Services
Cisco,42,Senior Data Scientist,211316.15,Data Science
Apple,41,UX Designer,124454.46,Engineering
Intel,33,Senior Software Engineer,174275.69,Machine Learning
VMware,37,Data Scientist,193135.23,Mobile
Lyft,41,Data Scientist,137185.39,Design
Nvidia,40,Senior Software Engineer,236655.86,Machine Learning
Microsoft,42,Director,272828.26,Security
VMware,47,Director,252691.86,Data Science
Meta,41,Senior Product Manager,270381.56,Data Science
Oracle,44,Senior Software Engineer,154169.63,Product
Nvidia,48,Senior Data Scientist,241578.42,Cloud Services
Intel,39,Principal Engineer,360933.82,Engineering
Uber,53,Senior Product Manager,212595.32,Data Science
Meta,52,Engineering Manager,270718.73,Data Science
Meta,33,Senior Product Manager,265359.92,Web
Oracle,37,Senior Software Engineer,218814.96,Engineering
Amazon,39,Senior Software Engineer,238763.74,Cloud Services
IBM,47,Staff Engineer,291734.95,Engineering
Cisco,50,Product Manager,193764.65,Product
Salesforce,38,Senior UX Designer,193335.01,Product
Lyft,41,Software Engineer,133088.25,Design
Cisco,58,Director,290381.33,Mobile
Microsoft,50,Senior Data Scientist,258957.1,Web
Salesforce,27,Data Scientist,190869.2,Web
Meta,22,Data Scientist,170607.6,Design
IBM,42,UX Designer,113841.27,Product
Amazon,41,Principal Engineer,392948.26,Cloud Services
Amazon,36,Senior Data Scientist,241794.92,Engineering
Salesforce,54,Senior Product Manager,189136.47,Product
Oracle,36,Senior Data Scientist,221246.81,Product
Cisco,34,Staff Engineer,285930.68,Product
IBM,32,Senior Data Scientist,221132.18,Security
Microsoft,34,Data Scientist,168567.4,Product
Uber,30,Senior Data Scientist,209310.94,Web
Amazon,25,Data Scientist,210452.47,Security
Oracle,57,Product Manager,184693.65,Security
Oracle,34,Senior Product Manager,247065.05,Data Science
IBM,53,Senior UX Designer,138943.73,Infrastructure
Google,46,Staff Engineer,311850.73,Web
Adobe,59,Principal Engineer,322759.52,Product
Uber,48,Principal Engineer,316922.58,Machine Learning
Nvidia,53,Principal Engineer,326330.54,Machine Learning
Oracle,40,Staff Engineer,262450.36,Security
Apple,33,Senior Data Scientist,197689.81,Mobile
Google,55,Engineering Manager,318552.5,Web
Adobe,36,Senior Software Engineer,171267.51,Web
Intel,39,Senior Software Engineer,189796.12,Product
Cisco,42,Software Engineer,126769.27,Mobile
Netflix,58,Product Manager,168707.76,Mobile
Salesforce,37,Staff Engineer,257196.25,Infrastructure
Salesforce,42,Director,262031.54,Security
Amazon,41,Software Engineer,138939.75,Web
Adobe,45,Senior Product Manager,279413.9,Design
Oracle,33,Senior Product Manager,213610.74,Engineering
Meta,37,UX Designer,166194.22,Mobile
Uber,35,Product Manager,154402.27,Design
Cisco,47,Engineering Manager,225312.51,Security
Google,37,Principal Engineer,349478.92,Infrastructure
VMware,43,Senior UX Designer,151824.31,Security
Uber,26,Software Engineer,123015.05,Engineering
Google,32,UX Designer,159407.22,Infrastructure
Meta,32,Software Engineer,188438.5,Web
Netflix,39,Product Manager,198155.91,Mobile
Adobe,55,Senior Data Scientist,212064.96,Machine Learning
Nvidia,54,Senior UX Designer,165344.37,Data Science
Nvidia,33,Senior Product Manager,249825.38,Data Science
Uber,38,Product Manager,197068.36,Cloud Services
Google,53,Senior UX Designer,164970.07,Design
Oracle,53,Director,348278.37,Product
Intel,49,Principal Engineer,379576.49,Infrastructure
VMware,50,Director,329507.34,Machine Learning
VMware,36,UX Designer,123809.85,Mobile
Amazon,36,Director,325044.82,Product
Netflix,47,Product Manager,219507.56,Cloud Services
VMware,36,Senior Data Scientist,220268.47,Mobile
Cisco,54,Director,279375.45,Machine Learning
Intel,46,Senior Data Scientist,241242.2,Data Science
Apple,35,Product Manager,200233.26,Web
Oracle,32,Senior UX Designer,180762.18,Infrastructure
Apple,45,Principal Engineer,342883.68,Cloud Services
Google,55,Senior UX Designer,182077.96,Design
Intel,34,Data Scientist,173951.57,Cloud Services
Adobe,39,Principal Engineer,327804.59,Infrastructure
Apple,35,Principal Engineer,357838.44,Engineering
Lyft,34,Data Scientist,169124.12,Cloud Services
Lyft,36,Data Scientist,197256.15,Cloud Services
Google,50,Staff Engineer,262360.55,Mobile
Cisco,33,Senior Product Manager,167841.21,Mobile
Amazon,31,UX Designer,134677.48,Machine Learning
Microsoft,60,Product Manager,197268.5,Machine Learning
Google,37,Director,355194.39,Security
Apple,41,Staff Engineer,349818.78,Data Science
Uber,44,Senior Data Scientist,209629.48,Design
Amazon,51,Staff Engineer,310496.87,Engineering
Oracle,60,Director,292563.15,Infrastructure
VMware,41,Staff Engineer,245479.71,Infrastructure
Oracle,43,Data Scientist,182430.74,Web
Apple,35,Data Scientist,217641.39,Machine Learning
Meta,43,Senior Product Manager,286698.62,Infrastructure
Nvidia,32,Senior Product Manager,288862.32,Infrastructure
Microsoft,54,Staff Engineer,286481.86,Web
VMware,47,Senior UX Designer,144413.47,Infrastructure
Nvidia,28,Data Scientist,158105.34,Design
Intel,57,Product Manager,157190.93,Design
Salesforce,43,Product Manager,182278.33,Product
Google,22,Software Engineer,149458.0,Mobile
Oracle,45,UX Designer,114711.84,Design
Lyft,48,Senior Data Scientist,222495.31,Data Science
Lyft,36,Senior Data Scientist,195109.21,Product
Salesforce,43,UX Designer,138423.03,Mobile
Intel,44,Senior Software Engineer,213308.65,Infrastructure
Intel,31,UX Designer,119949.13,Machine Learning
Oracle,32,Data Scientist,135244.0,Machine Learning
Microsoft,36,Product Manager,213895.22,Product
Meta,35,Senior Software Engineer,213902.34,Product
Netflix,37,Senior Data Scientist,226706.5,Web
Adobe,38,Senior Data Scientist,171643.63,Engineering
Uber,48,Principal Engineer,355772.11,Product
Nvidia,41,Senior Data Scientist,211868.09,Engineering
Nvidia,44,Senior UX Designer,175848.98,Cloud Services
Google,38,Senior Software Engineer,234960.79,Machine Learning
Amazon,57,Director,356654.51,Design
Lyft,33,Staff Engineer,298275.42,Infrastructure
Nvidia,24,Software Engineer,160874.37,Machine Learning
Meta,31,Staff Engineer,258902.98,Infrastructure
Meta,46,Senior Data Scientist,275168.67,Infrastructure
Apple,45,Senior UX Designer,177536.94,Security
VMware,27,UX Designer,118671.75,Data Science
Netflix,42,Software Engineer,163364.19,Machine Learning
Oracle,44,Senior Product Manager,239961.49,Security
Nvidia,43,Software Engineer,180850.11,Machine Learning
Amazon,51,Director,389152.59,Infrastructure
Meta,22,UX Designer,125043.96,Engineering
Apple,52,Engineering Manager,282667.8,Design
Oracle,52,Senior Software Engineer,165662.89,Web
Amazon,30,UX Designer,137130.16,Web
Google,53,Senior Software Engineer,209726.97,Cloud Services
Cisco,57,Engineering Manager,193204.87,Engineering
Adobe,53,Engineering Manager,229722.78,Cloud Services
Lyft,39,UX Designer,115740.66,Product
Google,28,Software Engineer,206244.29,Mobile
Oracle,27,Data Scientist,183992.2,Mobile
Lyft,50,Product Manager,196444.8,Product
Apple,42,Principal Engineer,353797.63,Infrastructure
Uber,58,Director,350571.46,Web
Netflix,36,Senior Data Scientist,219278.61,Design
Microsoft,42,Engineering Manager,247649.83,Mobile
IBM,35,Senior Software Engineer,162408.62,Mobile
Oracle,52,Director,339861.48,Engineering
Google,37,Product Manager,252229.52,Machine Learning
Intel,42,Senior Data Scientist,251047.77,Engineering
Lyft,43,Director,341890.11,Security
Microsoft,37,Product Manager,176159.7,Cloud Services
Uber,35,Software Engineer,158145.23,Web
Oracle,40,Principal Engineer,313179.39,Web
Cisco,49,Engineering Manager,248162.7,Machine Learning
Google,44,Staff Engineer,364740.49,Cloud Services
Google,24,UX Designer,160145.44,Machine Learning
VMware,38,Director,330972.27,Data Science
Apple,54,Senior Data Scientist,279243.31,Design
VMware,46,Principal Engineer,387338.61,Machine Learning
Salesforce,50,Senior Data Scientist,247159.45,Data Science
Lyft,42,UX Designer,136574.77,Security
Meta,38,Staff Engineer,360115.66,Web
Netflix,36,Data Scientist,171502.1,Security
Meta,38,Director,349931.88,Security
Nvidia,36,Product Manager,211880.13,Infrastructure
Meta,39,Senior Product Manager,310827.13,Product
VMware,54,Principal Engineer,326726.51,Cloud Services
Lyft,30,Data Scientist,158071.09,Mobile
IBM,57,Director,245899.12,Web
Meta,22,UX Designer,172093.07,Cloud Services
Adobe,40,UX Designer,118944.47,Design
Salesforce,44,UX Designer,130120.63,Design
Netflix,50,Senior Data Scientist,235194.86,Data Science
Adobe,57,Product Manager,182770.88,Design
Amazon,60,Director,298265.73,Machine Learning
Uber,49,Principal Engineer,350723.58,Web
Netflix,43,Staff Engineer,255926.07,Data Science
Meta,50,Principal Engineer,399647.27,Machine Learning
Netflix,48,Engineering Manager,307590.42,Web
Salesforce,43,Senior Product Manager,271364.29,Product
Salesforce,59,Product Manager,199332.82,Web
Salesforce,44,Product Manager,186293.07,Product
Apple,23,UX Designer,178930.97,Data Science
Apple,57,Product Manager,229965.62,Infrastructure
Apple,44,UX Designer,164428.45,Mobile
Lyft,33,Senior Software Engineer,238783.38,Product
Netflix,31,Senior UX Designer,170617.08,Design
Salesforce,36,UX Designer,155056.18,Infrastructure
Nvidia,51,Senior UX Designer,183079.46,Engineering
Intel,32,Senior Software Engineer,187185.21,Infrastructure
Meta,39,UX Designer,137340.64,Infrastructure
Meta,52,Staff Engineer,282576.97,Engineering
Oracle,46,Director,240521.72,Web
Nvidia,37,Principal Engineer,383914.43,Mobile
Lyft,53,Product Manager,172003.13,Infrastructure
Uber,35,Engineering Manager,203517.93,Machine Learning
Apple,52,Senior Data Scientist,286126.72,Design
IBM,30,Data Scientist,164278.43,Infrastructure
Amazon,52,Product Manager,166012.91,Security
Adobe,33,Senior Software Engineer,231939.78,Mobile
VMware,27,UX Designer,137776.34,Web
IBM,42,Staff Engineer,283920.66,Mobile
Salesforce,54,Senior Software Engineer,210747.56,Infrastructure
Netflix,38,Senior Product Manager,271180.37,Web
Netflix,36,Principal Engineer,350498.34,Data Science
Nvidia,32,Senior Data Scientist,273960.82,Infrastructure
Uber,45,Senior Product Manager,267818.01,Machine Learning
Oracle,36,Senior UX Designer,170436.58,Mobile
Google,29,UX Designer,156737.3,Web
Nvidia,33,Senior UX Designer,210820.28,Cloud Services
Adobe,30,Staff Engineer,267381.52,Cloud Services
Nvidia,40,Principal Engineer,341064.05,Cloud Services
IBM,22,UX Designer,123812.64,Data Science
Salesforce,26,UX Designer,153522.87,Machine Learning
Amazon,41,Senior Product Manager,285698.63,Security
Salesforce,55,Senior Data Scientist,223076.27,Design
Netflix,36,Senior Product Manager,222699.72,Data Science
Uber,46,Engineering Manager,250862.5,Machine Learning
IBM,32,Data Scientist,139506.83,Security
Meta,32,Data Scientist,215177.65,Infrastructure
Google,41,Senior Data Scientist,278941.17,Product
Uber,41,Director,375306.59,Security
Amazon,51,Senior UX Designer,195342.41,Engineering
Netflix,38,Director,388655.83,Web
Cisco,49,Staff Engineer,237633.03,Engineering
Salesforce,30,Software Engineer,153759.68,Design
Oracle,57,Engineering Manager,184568.19,Engineering
Adobe,52,Senior Data Scientist,207619.65,Web
Amazon,48,Senior Product Manager,295523.07,Design
Uber,60,Product Manager,169966.52,Machine Learning
Nvidia,45,Senior UX Designer,190576.58,Design
Meta,36,Software Engineer,178665.37,Product
Cisco,33,Data Scientist,152432.49,Product
Amazon,42,UX Designer,140214.82,Product
Cisco,57,Engineering Manager,267135.87,Security
Amazon,38,Senior Data Scientist,194150.2,Web
Amazon,44,Senior UX Designer,206042.48,Security
Lyft,30,UX Designer,147538.52,Security
VMware,54,Senior Product Manager,184174.33,Product
Cisco,42,Senior Product Manager,182220.48,Web
Microsoft,38,Director,388673.2,Web
Apple,29,Data Scientist,217743.4,Product
Lyft,36,Staff Engineer,234051.43,Data Science
Intel,41,Product Manager,208586.03,Design
Oracle,46,Senior Software Engineer,172005.55,Infrastructure
Salesforce,32,Senior Software Engineer,211339.99,Data Science
IBM,47,Senior Data Scientist,222237.86,Data Science
Apple,34,Senior Product Manager,303324.76,Cloud Services
VMware,60,Director,350279.77,Security
Meta,43,Senior Data Scientist,228085.67,Infrastructure
Google,52,Senior UX Designer,191416.14,Design
Google,49,Director,434513.7,Machine Learning
Intel,37,Software Engineer,157349.12,Design
Uber,46,Director,350165.96,Web
Lyft,25,Data Scientist,143517.78,Product
Google,52,Senior Product Manager,211634.91,Machine Learning
Microsoft,37,Principal Engineer,316254.5,Engineering
Oracle,49,Product Manager,150498.9,Cloud Services
Nvidia,48,Product Manager,169603.23,Design
Amazon,39,Data Scientist,213005.17,Engineering
Meta,42,Product Manager,186867.03,Cloud Services
Uber,49,Staff Engineer,273899.52,Machine Learning
IBM,44,Staff Engineer,215210.32,Infrastructure
Google,38,Data Scientist,168461.95,Design
Google,23,Data Scientist,170635.89,Data Science
Uber,44,Staff Engineer,227024.04,Web
Cisco,31,Senior Product Manager,193816.12,Design
Google,40,Engineering Manager,252141.92,Mobile
Apple,47,Senior Data Scientist,287213.41,Security
Oracle,33,UX Designer,123015.24,Machine Learning
Salesforce,29,UX Designer,159660.39,Data Science
Apple,38,Director,355501.54,Machine Learning
Apple,37,Director,383358.93,Mobile
VMware,38,UX Designer,133737.65,Cloud Services
Lyft,43,Product Manager,199265.33,Machine Learning
Google,51,Engineering Manager,297594.92,Data Science
Google,39,Engineering Manager,247318.91,Machine Learning
Adobe,60,Principal Engineer,391571.16,Mobile
Nvidia,47,Senior UX Designer,156846.76,Security
Amazon,56,Engineering Manager,244303.99,Web
Apple,25,Data Scientist,215531.63,Product
Amazon,52,Senior Data Scientist,279171.35,Cloud Services
Intel,51,Senior Product Manager,277869.14,Machine Learning
Adobe,54,Senior Product Manager,271363.07,Machine Learning
Cisco,30,Senior Software Engineer,175054.23,Cloud Services
Uber,43,Senior UX Designer,150138.03,Cloud Services
Nvidia,32,Senior Product Manager,261879.62,Cloud Services
Salesforce,52,Senior Product Manager,207880.93,Data Science
Lyft,30,Software Engineer,127651.76,Web
Adobe,51,Director,377311.94,Web
Salesforce,38,Product Manager,202555.99,Infrastructure
Meta,53,Senior Software Engineer,226239.26,Mobile
Cisco,42,Senior Product Manager,219157.15,Design
Nvidia,48,Staff Engineer,324157.53,Data Science
Nvidia,46,Engineering Manager,238532.24,Mobile
Microsoft,39,Senior UX Designer,206480.73,Infrastructure
Apple,45,Senior Product Manager,254526.25,Infrastructure
Intel,55,Director,338443.77,Data Science
Meta,36,Principal Engineer,355137.32,Engineering
Oracle,39,Senior Product Manager,213943.65,Data Science
IBM,29,Software Engineer,128953.31,Product
Microsoft,46,Senior Data Scientist,202781.88,Product
IBM,35,Senior Product Manager,195425.21,Web
VMware,22,UX Designer,128106.76,Machine Learning
Amazon,43,Senior Software Engineer,242960.35,Infrastructure
Salesforce,33,Software Engineer,149132.09,Engineering
Nvidia,29,Data Scientist,208176.1,Infrastructure
Microsoft,46,Staff Engineer,337186.27,Security
VMware,30,Senior UX Designer,160387.01,Security
Oracle,56,Engineering Manager,250292.3,Cloud Services
Oracle,50,Senior Product Manager,184076.27,Web
Meta,32,Senior Software Engineer,266769.83,Web
Cisco,38,Product Manager,164673.92,Engineering
Intel,40,Staff Engineer,298660.49,Security
IBM,53,Staff Engineer,266567.35,Security
VMware,27,Software Engineer,123834.35,Mobile
Oracle,42,Senior UX Designer,166366.83,Infrastructure
Amazon,48,Senior Software Engineer,247436.21,Data Science
Intel,60,Director,348748.57,Infrastructure
Nvidia,43,Principal Engineer,353160.85,Design
Oracle,54,Senior UX Designer,142973.88,Infrastructure
IBM,56,Principal Engineer,287542.78,Security
VMware,49,Director,297281.04,Machine Learning
Amazon,51,Staff Engineer,288744.14,Product
Netflix,59,Principal Engineer,433474.24,Data Science
VMware,47,Senior UX Designer,166251.84,Cloud Services
Adobe,51,Engineering Manager,200168.98,Security
Meta,24,Software Engineer,205041.74,Cloud Services
Intel,45,Engineering Manager,256458.28,Infrastructure
Meta,40,Senior Software Engineer,230900.26,Data Science
IBM,32,Senior Software Engineer,178676.97,Web
Microsoft,33,Data Scientist,209012.35,Cloud Services
Google,25,Software Engineer,206541.05,Machine Learning
Salesforce,45,Data Scientist,181982.43,Data Science
Netflix,36,Director,417154.77,Machine Learning
IBM,59,Engineering Manager,224249.78,Engineering
Netflix,55,Principal Engineer,337599.02,Cloud Services
Oracle,55,Senior UX Designer,130527.51,Security
Google,36,UX Designer,165940.53,Engineering
Intel,60,Principal Engineer,390192.41,Engineering
Nvidia,31,Senior Software Engineer,196555.2,Design
Amazon,44,Software Engineer,184551.66,Engineering
Meta,48,Principal Engineer,379823.73,Infrastructure
Salesforce,26,Software Engineer,130786.9,Web
Cisco,34,Senior Software Engineer,163219.98,Mobile
IBM,48,Senior UX Designer,180313.96,Data Science
Apple,33,Software Engineer,176044.61,Infrastructure
Oracle,37,Data Scientist,143983.44,Data Science
Oracle,49,Engineering Manager,218271.81,Machine Learning
Apple,57,Principal Engineer,373499.14,Infrastructure
VMware,44,Senior UX Designer,156606.65,Engineering
Oracle,54,Senior Data Scientist,165009.69,Machine Learning
Meta,27,Software Engineer,190753.93,Infrastructure
Google,44,Senior Product Manager,270592.32,Data Science
Lyft,41,Senior UX Designer,195831.17,Design
Uber,40,UX Designer,125517.71,Data Science
Apple,47,Director,433426.22,Product
Oracle,35,Software Engineer,147719.29,Mobile
Apple,48,Product Manager,235257.53,Product
Microsoft,37,Software Engineer,173290.59,Design
VMware,45,Senior Data Scientist,225140.71,Engineering
Intel,22,Software Engineer,123629.64,Security
Intel,41,Senior UX Designer,166404.73,Machine Learning
Amazon,46,Principal Engineer,396194.38,Infrastructure
Salesforce,23,UX Designer,134293.82,Mobile
Netflix,45,Senior Product Manager,232944.29,Cloud Services
Google,37,Senior Product Manager,245799.11,Product
VMware,42,Software Engineer,152318.33,Engineering
Lyft,24,Software Engineer,129194.93,Web
Adobe,54,Senior UX Designer,195455.43,Engineering
Netflix,36,Senior UX Designer,185763.01,Security
VMware,45,Senior Software Engineer,219098.87,Mobile
Lyft,48,Principal Engineer,384048.28,Machine Learning
Lyft,52,Senior Product Manager,188675.82,Security
IBM,38,Staff Engineer,285657.16,Security
Apple,26,UX Designer,146964.4,Data Science
Apple,24,Data Scientist,193758.27,Data Science
Oracle,29,Software Engineer,128537.64,Machine Learning
Cisco,49,Engineering Manager,205946.21,Mobile
Uber,54,Director,329804.42,Security
Lyft,22,Software Engineer,148806.22,Cloud Services
Salesforce,55,Principal Engineer,396562.73,Cloud Services
Meta,40,Director,375627.92,Infrastructure
Salesforce,35,Senior UX Designer,160561.61,Data Science
Microsoft,56,Engineering Manager,242867.06,Design
Microsoft,36,Senior Software Engineer,254513.52,Web
Google,55,Director,307065.23,Data Science
Intel,44,Senior UX Designer,148695.81,Product
Google,40,Software Engineer,166690.17,Data Science
Nvidia,49,Senior Product Manager,217327.04,Machine Learning
Google,36,Principal Engineer,406663.94,Security
IBM,33,Senior Software Engineer,176757.77,Engineering
Amazon,52,Principal Engineer,378588.42,Machine Learning
IBM,60,Engineering Manager,274992.22,Design
Microsoft,38,Principal Engineer,423887.77,Engineering
Uber,24,UX Designer,126757.42,Web
Microsoft,26,Software Engineer,146512.18,Web
Cisco,54,Principal Engineer,267282.97,Design
Nvidia,36,Data Scientist,143293.0,Design
Netflix,37,UX Designer,177501.0,Product
Intel,53,Senior Product Manager,251988.79,Mobile
Meta,50,Product Manager,246417.47,Cloud Services
IBM,60,Product Manager,198352.16,Mobile
Intel,37,Senior Product Manager,195682.58,Cloud Services
